SO HD,NGAY,MA KH,TEN KH,MA NV,Tên NV,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,(+VAT),NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG,20230430
23040002058,01/04/2023,MG_APHU,Công ty TNHH MM Mega Market (Việt Nam),NV0100, Văn Phú - 0915.998.826,4010237,Thùng Coleman giữ lạnh 3000001989-15L-Đỏ    (0712),16,1000000,16000000,17600000,COLEMAN,MEGA AN PHU,MEGA,20230430
23040002058,01/04/2023,MG_APHU,Công ty TNHH MM Mega Market (Việt Nam),NV0100, Văn Phú - 0915.998.826,4010322,Thùng Giữ Nhiệt Coleman  3000033007 - 45L-Xanh (4852),10,1368500,13685000,15053500.000000002,COLEMAN,MEGA AN PHU,MEGA,20230430
23040002058,01/04/2023,MG_APHU,Công ty TNHH MM Mega Market (Việt Nam),NV0100, Văn Phú - 0915.998.826,4010323,Thùng Giữ Nhiệt Coleman  3000033008 - 45L - Đỏ       (4869),10,1368500,13685000,15053500.000000002,COLEMAN,MEGA AN PHU,MEGA,20230430
23040002059,01/04/2023,VIN_KHO_BNINH,Chi Nhánh Hà Nội - Công Ty CP Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0006,Chung Huệ ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),12,51000,612000,673200,BAKING SODA,VINMART KHO BAC NINH,VINMART,20230430
23040002060,01/04/2023,VIN_KHO_BNINH,Chi Nhánh Hà Nội - Công Ty CP Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0006,Chung Huệ ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,33000,792000,871200.0000000001,BAKING SODA,VINMART KHO BAC NINH,VINMART,20230430
23040002061,01/04/2023,VIN_KHO_BNINH,Chi Nhánh Hà Nội - Công Ty CP Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0006,Chung Huệ ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),12,51000,612000,673200,BAKING SODA,VINMART KHO BAC NINH,VINMART,20230430
23040002062,01/04/2023,VIN_NAN,Chi Nhánh Nghệ An- Công Ty CP Dịch Vụ Thương Mại  Tổng Hợp WinCommerce,NV0006,Chung Huệ ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,33000,792000,871200.0000000001,BAKING SODA,VINMART NGHE AN,VINMART,20230430
23040002064,01/04/2023,CITI_BCAN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),12,31200,374400,411840.00000000006,FUJITSU,AEON CITI BCA QUAN 2,AEON CITI,20230430
23040002064,01/04/2023,CITI_BCAN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),12,31200,374400,411840.00000000006,FUJITSU,AEON CITI BCA QUAN 2,AEON CITI,20230430
23040002064,01/04/2023,CITI_BCAN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),12,14000,168000,184800.00000000003,FUJITSU,AEON CITI BCA QUAN 2,AEON CITI,20230430
23040002064,01/04/2023,CITI_BCAN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),12,14000,168000,184800.00000000003,FUJITSU,AEON CITI BCA QUAN 2,AEON CITI,20230430
23040002065,01/04/2023,CITI_NLONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),6,33000,198000,217800.00000000003,BAKING SODA,AEON CITI NAM LONG,AEON CITI,20230430
23040002065,01/04/2023,CITI_NLONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),30,31200,936000,1029600.0000000001,FUJITSU,AEON CITI NAM LONG,AEON CITI,20230430
23040002065,01/04/2023,CITI_NLONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,31200,624000,686400,FUJITSU,AEON CITI NAM LONG,AEON CITI,20230430
23040002065,01/04/2023,CITI_NLONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),40,14000,560000,616000,FUJITSU,AEON CITI NAM LONG,AEON CITI,20230430
23040002065,01/04/2023,CITI_NLONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),30,14000,420000,462000.00000000006,FUJITSU,AEON CITI NAM LONG,AEON CITI,20230430
23040002066,01/04/2023,CITI_HLAM6,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,2240002,Sữa tắm gội toàn thân nam Adidas - Ice Dive - 400ml (7635),3,93891,281673,309840.30000000005,ADIDAS,AEON CITI HIM LAM QUAN 6,AEON CITI,20230430
23040002066,01/04/2023,CITI_HLAM6,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),3,33000,99000,108900.00000000001,BAKING SODA,AEON CITI HIM LAM QUAN 6,AEON CITI,20230430
23040002066,01/04/2023,CITI_HLAM6,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),12,31200,374400,411840.00000000006,FUJITSU,AEON CITI HIM LAM QUAN 6,AEON CITI,20230430
23040002066,01/04/2023,CITI_HLAM6,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),12,31200,374400,411840.00000000006,FUJITSU,AEON CITI HIM LAM QUAN 6,AEON CITI,20230430
23040002066,01/04/2023,CITI_HLAM6,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),12,14000,168000,184800.00000000003,FUJITSU,AEON CITI HIM LAM QUAN 6,AEON CITI,20230430
23040002066,01/04/2023,CITI_HLAM6,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),12,14000,168000,184800.00000000003,FUJITSU,AEON CITI HIM LAM QUAN 6,AEON CITI,20230430
23040002067,01/04/2023,SD_FELIZ,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,32000,768000,844800.0000000001,BAKING SODA,AN NAM FELIZ,AN NAM,20230430
23040002067,01/04/2023,SD_FELIZ,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),6,49455,296730,326403,BAKING SODA,AN NAM FELIZ,AN NAM,20230430
23040002067,01/04/2023,SD_FELIZ,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,6010001,Pin Fujitsu - LR6(2B) FU-W-FI  - AA       (2404),10,20741,207410,228151.00000000003,FUJITSU,AN NAM FELIZ,AN NAM,20230430
23040002067,01/04/2023,SD_FELIZ,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),10,40741,407410,448151.00000000006,FUJITSU,AN NAM FELIZ,AN NAM,20230430
23040002067,01/04/2023,SD_FELIZ,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,6010003,Pin Fujitsu - LR03(2B) FU-W- FI - AAA     (3500),10,20741,207410,228151.00000000003,FUJITSU,AN NAM FELIZ,AN NAM,20230430
23040002067,01/04/2023,SD_FELIZ,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),10,40741,407410,448151.00000000006,FUJITSU,AN NAM FELIZ,AN NAM,20230430
23040002070,03/04/2023,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,33000,792000,871200.0000000001,BAKING SODA,AEON CITI GARDEN PLAZA,AEON CITI,20230430
23040002070,03/04/2023,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),40,31200,1248000,1372800,FUJITSU,AEON CITI GARDEN PLAZA,AEON CITI,20230430
23040002070,03/04/2023,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),40,31200,1248000,1372800,FUJITSU,AEON CITI GARDEN PLAZA,AEON CITI,20230430
23040002070,03/04/2023,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),40,14000,560000,616000,FUJITSU,AEON CITI GARDEN PLAZA,AEON CITI,20230430
23040002070,03/04/2023,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),40,14000,560000,616000,FUJITSU,AEON CITI GARDEN PLAZA,AEON CITI,20230430
23040002071,03/04/2023,SD_NLB,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2240001,Sữa tắm gội toàn thân nam Adidas - Dynamic Pulse - 400ml (7185),6,110545,663270,729597.0000000001,ADIDAS,AN NAM NGUYEN LUONG BANG,AN NAM,20230430
23040002071,03/04/2023,SD_NLB,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2240002,Sữa tắm gội toàn thân nam Adidas - Ice Dive - 400ml (7635),2,110545,221090,243199.00000000003,ADIDAS,AN NAM NGUYEN LUONG BANG,AN NAM,20230430
23040002071,03/04/2023,SD_NLB,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2240003,Sữa tắm gội toàn thân nam Adidas -Pure Game - 400ml (8038),6,110545,663270,729597.0000000001,ADIDAS,AN NAM NGUYEN LUONG BANG,AN NAM,20230430
23040002071,03/04/2023,SD_NLB,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),6,32000,192000,211200.00000000003,BAKING SODA,AN NAM NGUYEN LUONG BANG,AN NAM,20230430
23040002071,03/04/2023,SD_NLB,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),12,49455,593460,652806,BAKING SODA,AN NAM NGUYEN LUONG BANG,AN NAM,20230430
23040002072,03/04/2023,SD_SH,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2330001,"Bột Đa Năng Baking Soda 1,81kg - One Box (1705)",6,122182,733092,806401.2000000001,BAKING SODA,AN NAM SONG HANH,AN NAM,20230430
23040002072,03/04/2023,SD_SH,Công ty TNHH Phân Phối Sành Điệu,NV0121,Quý Hằng ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),24,49455,1186920,1305612,BAKING SODA,AN NAM SONG HANH,AN NAM,20230430
23040002073,03/04/2023,MG_HLOI,Chi Nhánh Công ty TNHH MM Mega Market (Việt Nam) tại Thành phố Cần Thơ ,NV0100, Văn Phú - 0915.998.826,4010237,Thùng Coleman giữ lạnh 3000001989-15L-Đỏ    (0712),4,1000000,4000000,4400000,COLEMAN,MEGA CAN THO,MEGA,20230430
23040002074,03/04/2023,MG_HLONG,Chi Nhánh Công ty TNHH MM Mega Market (Việt Nam) tại Quảng Ninh ,NV0100, Văn Phú - 0915.998.826,4010322,Thùng Giữ Nhiệt Coleman  3000033007 - 45L-Xanh (4852),2,1368500,2737000,3010700.0000000005,COLEMAN,MEGA HA LONG,MEGA,20230430
23040002074,03/04/2023,MG_HLONG,Chi Nhánh Công ty TNHH MM Mega Market (Việt Nam) tại Quảng Ninh ,NV0100, Văn Phú - 0915.998.826,4010323,Thùng Giữ Nhiệt Coleman  3000033008 - 45L - Đỏ       (4869),2,1368500,2737000,3010700.0000000005,COLEMAN,MEGA HA LONG,MEGA,20230430
23040002075,03/04/2023,MG_BDUONG,Chi Nhánh Công ty TNHH MM Mega Market (Việt Nam) tại tỉnh Bình Dương ,NV0100, Văn Phú - 0915.998.826,4010322,Thùng Giữ Nhiệt Coleman  3000033007 - 45L-Xanh (4852),2,1368500,2737000,3010700.0000000005,COLEMAN,MEGA BINH DUONG,MEGA,20230430
23040002076,03/04/2023,MG_APHU,Công ty TNHH MM Mega Market (Việt Nam),NV0100, Văn Phú - 0915.998.826,4010289,Thùng Coleman giữ lạnh 200010029-26L - Tay kéo - Xanh    (7869) ,2,1700000,3400000,3740000.0000000005,COLEMAN,MEGA AN PHU,MEGA,20230430
23040002077,03/04/2023,MG_26_71,Công ty TNHH MM Mega Market (Việt Nam),NV0100, Văn Phú - 0915.998.826,2240002,Sữa tắm gội toàn thân nam Adidas - Ice Dive - 400ml (7635),24,117364,2816736,3098409.6,ADIDAS,MEGA KHO1,MEGA,20230430
23040002078,03/04/2023,LOTTE_Q7,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam,NV0121,Quý Hằng ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),24,48000,1152000,1267200,BAKING SODA,LOTTE NAM SAI GON,LOTTE,20230430
23040002079,03/04/2023,CITI_PYEN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010002,Pin Fujitsu - LR6(4B) FU-W-FI  - AA       (3005),20,31200,624000,686400,FUJITSU,AEON CITI PHUC YEN,AEON CITI,20230430
23040002079,03/04/2023,CITI_PYEN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,31200,624000,686400,FUJITSU,AEON CITI PHUC YEN,AEON CITI,20230430
23040002079,03/04/2023,CITI_PYEN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),40,14000,560000,616000,FUJITSU,AEON CITI PHUC YEN,AEON CITI,20230430
23040002079,03/04/2023,CITI_PYEN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0121,Quý Hằng ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),40,14000,560000,616000,FUJITSU,AEON CITI PHUC YEN,AEON CITI,20230430
23040002080,03/04/2023,COOP_BTRIEU,Công Ty TNHH MTV Co.opmart Bình Triệu,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,32000,768000,844800.0000000001,BAKING SODA,COOP BINH TRIEU,COOP MART,20230430
23040002081,03/04/2023,COOP_HNOI,Công Ty TNHH Một Thành Viên Sài Gòn Co.op Hà Nội,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),48,32000,1536000,1689600.0000000002,BAKING SODA,COOP HA NOI,COOP MART,20230430
23040002082,03/04/2023,COOP_HBINH,Công Ty TNHH MTV Co.opmart Hòa Bình,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),24,32000,768000,844800.0000000001,BAKING SODA,COOP HOA BINH,COOP MART,20230430
23040002083,03/04/2023,COOP_RMIEU,Công Ty TNHH Một Thành Viên Sài Gòn Co.op Rạch Miễu,NV0121,Quý Hằng ,2320001,Muối Nổi Baking Soda 454g - Fresh Box (1101),48,32000,1536000,1689600.0000000002,BAKING SODA,COOP RACH MIEU,COOP MART,20230430
23040002084,03/04/2023,COOP_TMTAY,Công Ty TNHH TMDV Trung Mỹ Tây,NV0121,Quý Hằng ,6010013,Pin Fujitsu - LR6(4B+2B) FU-W-FI-AA       (3005),40,39000,1560000,1716000.0000000002,FUJITSU,COOP NGUYEN ANH THU,COOP MART,20230430
23040002085,03/04/2023,COOP_AUC_CTHANG,Công Ty TNHH Một Thành Viên Marsix,NV0121,Quý Hằng ,6010014,Pin Fujitsu - LR03(4B+2B) FU-W-FI - AAA    (5504),10,39000,390000,429000.00000000006,FUJITSU,COOP CAO THANG,COOP MART,20230430
23040002085,03/04/2023,COOP_AUC_CTHANG,Công Ty TNHH Một Thành Viên Marsix,NV0121,Quý Hằng ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),10,12600,126000,138600,FUJITSU,COOP CAO THANG,COOP MART,20230430
23040002086,03/04/2023,COOP_CVA,CN Liên Hiệp HTX TM TP.HCM - Co.opMart Chu Văn An ,NV0121,Quý Hằng ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,12600,252000,277200,FUJITSU,COOP CHU VAN AN,COOP MART,20230430
23040002086,03/04/2023,COOP_CVA,CN Liên Hiệp HTX TM TP.HCM - Co.opMart Chu Văn An ,NV0121,Quý Hằng ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),20,12600,252000,277200,FUJITSU,COOP CHU VAN AN,COOP MART,20230430
23040002086,03/04/2023,COOP_CVA,CN Liên Hiệp HTX TM TP.HCM - Co.opMart Chu Văn An ,NV0121,Quý Hằng ,6050005,Pin Fujitsu - R14(2B) F-GP - C       (1118),20,15300,306000,336600,FUJITSU,COOP CHU VAN AN,COOP MART,20230430
23040002087,03/04/2023,COOP_TTAM,Công Ty TNHH Thương Mại Dịch Vụ Saigon Co.op Toàn Tâm,NV0121,Quý Hằng ,6010013,Pin Fujitsu - LR6(4B+2B) FU-W-FI-AA       (3005),20,39000,780000,858000.0000000001,FUJITSU,COOP LY THUONG KIET,COOP MART,20230430
23040002087,03/04/2023,COOP_TTAM,Công Ty TNHH Thương Mại Dịch Vụ Saigon Co.op Toàn Tâm,NV0121,Quý Hằng ,6010014,Pin Fujitsu - LR03(4B+2B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,COOP LY THUONG KIET,COOP MART,20230430
