SO HD,NGAY,MA KH,TEN KH,MA NV,Tên NV,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,(+VAT),NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG,20240131
24010000837,26/01/2024,ACE_SH,Công Ty Cổ Phần Vina Homeshop,NV0130,Nam Phương - 0333719804,4010016,Bình  Coleman giữ lạnh 3000001017(5693A703G)-1.8L-Đỏ    (7248) (5218),1,313889,313889,345277.9,COLEMAN,ACE SONG HANH,ACE,20240131
24010000839,26/01/2024,ACE_SVH,Công Ty Cổ Phần Vina Homeshop ,NV0130,Nam Phương - 0333719804,4010016,Bình  Coleman giữ lạnh 3000001017(5693A703G)-1.8L-Đỏ    (7248) (5218),1,313889,313889,345277.9,COLEMAN,ACE SU VAN HANH,ACE,20240131
24010000839,26/01/2024,ACE_SVH,Công Ty Cổ Phần Vina Homeshop ,NV0130,Nam Phương - 0333719804,4010042,Bình Coleman giữ lạnh 3000000731-3.8L-Đỏ  (6128),1,517593,517593,569352.3,COLEMAN,ACE SU VAN HANH,ACE,20240131
24010000839,26/01/2024,ACE_SVH,Công Ty Cổ Phần Vina Homeshop ,NV0130,Nam Phương - 0333719804,4010303,Thùng Coleman giữ lạnh 300001842-28.4L - Xanh  (0811),1,1995370,1995370,2194907,COLEMAN,ACE SU VAN HANH,ACE,20240131
24010000840,26/01/2024,ACE_SVH,Công Ty Cổ Phần Vina Homeshop ,NV0130,Nam Phương - 0333719804,4050054,Cưa gập Coleman 2000025203 (6964),1,435455,435455,479000.50000000006,COLEMAN,ACE SU VAN HANH,ACE,20240131
24010000839,26/01/2024,ACE_SVH,Công Ty Cổ Phần Vina Homeshop ,NV0130,Nam Phương - 0333719804,4050065,Còi Coleman 5 trong 1 - 200006628 (16442)        (8336),1,143519,143519,157870.90000000002,COLEMAN,ACE SU VAN HANH,ACE,20240131
24010000839,26/01/2024,ACE_SVH,Công Ty Cổ Phần Vina Homeshop ,NV0130,Nam Phương - 0333719804,4060008,Gậy đi rừng Coleman 2000016535 (0894),1,554630,554630,610093,COLEMAN,ACE SU VAN HANH,ACE,20240131
24010000838,26/01/2024,ACE_VIVO,Công Ty Cổ Phần Vina Homeshop ,NV0130,Nam Phương - 0333719804,4110038,Phao đeo tay Deluxe 3D Coleman 20017981 (3759)- Xanh Biển (8583),1,1276852,1276852,1404537.2000000002,COLEMAN,ACE VIVOCITY,ACE,20240131
24010000045,02/01/2024,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0132,Lữ Diệu Quang ,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),12,21000,252000,277200,BAKING SODA,AEON CITI GARDEN PLAZA,AEON CITI,20240131
24010000046,02/01/2024,CITI_SUNRISE,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),6,21000,126000,138600,BAKING SODA,AEON CITI SUNRISE CITY,AEON CITI,20240131
24010000263,04/01/2024,CITI_CTHANG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),10,21000,210000,231000.00000000003,BAKING SODA,AEON CITI CAO THANG,AEON CITI,20240131
24010000660,18/01/2024,CITI_TROPIC,Công Ty TNHH Một Thành Viên Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),6,21000,126000,138600,BAKING SODA,AEON CITI TROPIC QUAN 2,AEON CITI,20240131
24010000706,22/01/2024,CITI_NLB,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),6,21000,126000,138600,BAKING SODA,AEON CITI GREEN VIEW,AEON CITI,20240131
24010000771,24/01/2024,CITI_BCAN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),12,21000,252000,277200,BAKING SODA,AEON CITI BCA QUAN 2,AEON CITI,20240131
24010000914,30/01/2024,CITI_TROPIC,Công Ty TNHH Một Thành Viên Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),10,21000,210000,231000.00000000003,BAKING SODA,AEON CITI TROPIC QUAN 2,AEON CITI,20240131
24010000973,31/01/2024,CITI_NEWSG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),12,21000,252000,277200,BAKING SODA,AEON CITI NEW SAI GON,AEON CITI,20240131
24010000045,02/01/2024,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0132,Lữ Diệu Quang ,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,33000,396000,435600.00000000006,BAKING SODA,AEON CITI GARDEN PLAZA,AEON CITI,20240131
24010000177,03/01/2024,CITI_HVUONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,33000,396000,435600.00000000006,BAKING SODA,AEON CITI HUNG VUONG,AEON CITI,20240131
24010000263,04/01/2024,CITI_CTHANG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),10,33000,330000,363000.00000000006,BAKING SODA,AEON CITI CAO THANG,AEON CITI,20240131
24010000552,16/01/2024,CITI_HLAM7,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,33000,396000,435600.00000000006,BAKING SODA,AEON CITI HIM LAM QUAN 7,AEON CITI,20240131
24010000660,18/01/2024,CITI_TROPIC,Công Ty TNHH Một Thành Viên Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,33000,396000,435600.00000000006,BAKING SODA,AEON CITI TROPIC QUAN 2,AEON CITI,20240131
24010000706,22/01/2024,CITI_NLB,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,33000,396000,435600.00000000006,BAKING SODA,AEON CITI GREEN VIEW,AEON CITI,20240131
24010000878,29/01/2024,CITI_ORCH,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),10,33000,330000,363000.00000000006,BAKING SODA,AEON CITI ORCH,AEON CITI,20240131
24010000911,30/01/2024,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),24,33000,792000,871200.0000000001,BAKING SODA,AEON CITI GARDEN PLAZA,AEON CITI,20240131
24010000913,30/01/2024,CITI_SUNRISE,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),6,33000,198000,217800.00000000003,BAKING SODA,AEON CITI SUNRISE CITY,AEON CITI,20240131
24010000973,31/01/2024,CITI_NEWSG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,2320001,Muối Nổi Baking Soda 453g - Fresh Box (1101),12,33000,396000,435600.00000000006,BAKING SODA,AEON CITI NEW SAI GON,AEON CITI,20240131
24010000045,02/01/2024,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0132,Lữ Diệu Quang ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),24,39000,936000,1029600.0000000001,FUJITSU,AEON CITI GARDEN PLAZA,AEON CITI,20240131
24010000046,02/01/2024,CITI_SUNRISE,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,AEON CITI SUNRISE CITY,AEON CITI,20240131
24010000177,03/01/2024,CITI_HVUONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),10,39000,390000,429000.00000000006,FUJITSU,AEON CITI HUNG VUONG,AEON CITI,20240131
24010000263,04/01/2024,CITI_CTHANG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),15,39000,585000,643500,FUJITSU,AEON CITI CAO THANG,AEON CITI,20240131
24010000496,11/01/2024,CITI_NLB,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),30,39000,1170000,1287000,FUJITSU,AEON CITI GREEN VIEW,AEON CITI,20240131
24010000536,15/01/2024,CITI_PYEN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0132,Lữ Diệu Quang ,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,AEON CITI PHUC YEN,AEON CITI,20240131
24010000552,16/01/2024,CITI_HLAM7,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,AEON CITI HIM LAM QUAN 7,AEON CITI,20240131
24010000565,17/01/2024,CITI_NLONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,AEON CITI NAM LONG,AEON CITI,20240131
24010000566,17/01/2024,CITI_HVUONG,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,AEON CITI HUNG VUONG,AEON CITI,20240131
24010000660,18/01/2024,CITI_TROPIC,Công Ty TNHH Một Thành Viên Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),24,39000,936000,1029600.0000000001,FUJITSU,AEON CITI TROPIC QUAN 2,AEON CITI,20240131
24010000706,22/01/2024,CITI_NLB,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,AEON CITI GREEN VIEW,AEON CITI,20240131
24010000771,24/01/2024,CITI_BCAN,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),12,39000,468000,514800.00000000006,FUJITSU,AEON CITI BCA QUAN 2,AEON CITI,20240131
24010000871,29/01/2024,CITI_NTMK,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),20,39000,780000,858000.0000000001,FUJITSU,AEON CITI SOMMERSET,AEON CITI,20240131
24010000911,30/01/2024,CITI_PLA,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),48,39000,1872000,2059200.0000000002,FUJITSU,AEON CITI GARDEN PLAZA,AEON CITI,20240131
24010000913,30/01/2024,CITI_SUNRISE,Công Ty TNHH MTV Hội Nhập Phát Triển Đông Hưng,NV0130,Nam Phương - 0333719804,6010004,Pin Fujitsu - LR03(4B) FU-W-FI - AAA    (5504),30,39000,1170000,1287000,FUJITSU,AEON CITI SUNRISE CITY,AEON CITI,20240131
