SO HD,NGAY,MA KH,TEN KH,MA NV,Tên NV,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,(+VAT),NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG,20230228
23020000692,01/02/2023,LOTTE_DNANG,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Đà Nẵng ,NV0121,Quý Hằng ,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),120,20000,2400000,2640000,BAKING SODA,LOTTE DA NANG,LOTTE,20230228
23020000693,01/02/2023,LOTTE_NTRANG,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0121,Quý Hằng ,2240003,Sữa tắm gội toàn thân nam Adidas -Pure Game - 400ml (8038),12,117364,1408368,1549204.8,ADIDAS,LOTTE NHA TRANG,LOTTE,20230228
23020000693,01/02/2023,LOTTE_NTRANG,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0121,Quý Hằng ,2240002,Sữa tắm gội toàn thân nam Adidas - Ice Dive - 400ml (7635),24,117364,2816736,3098409.6,ADIDAS,LOTTE NHA TRANG,LOTTE,20230228
23020000695,01/02/2023,LOTTE_BDINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - CN Ba Đình ,NV0121,Quý Hằng ,2240002,Sữa tắm gội toàn thân nam Adidas - Ice Dive - 400ml (7635),12,117364,1408368,1549204.8,ADIDAS,LOTTE BA DINH HA NOI,LOTTE,20230228
23020000695,01/02/2023,LOTTE_BDINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - CN Ba Đình ,NV0121,Quý Hằng ,2240003,Sữa tắm gội toàn thân nam Adidas -Pure Game - 400ml (8038),12,117364,1408368,1549204.8,ADIDAS,LOTTE BA DINH HA NOI,LOTTE,20230228
23020000696,01/02/2023,LOTTE_BDINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - CN Ba Đình ,NV0121,Quý Hằng ,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),48,20000,960000,1056000,BAKING SODA,LOTTE BA DINH HA NOI,LOTTE,20230228
23020000696,01/02/2023,LOTTE_BDINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - CN Ba Đình ,NV0121,Quý Hằng ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),36,48000,1728000,1900800.0000000002,BAKING SODA,LOTTE BA DINH HA NOI,LOTTE,20230228
23020000697,01/02/2023,LOTTE_CGIAY,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Đống Đa,NV0121,Quý Hằng ,2340001,Muối Nổi Tinh Khiết Rửa Rau Quả Baking Soda 340g (6700),24,48000,1152000,1267200,BAKING SODA,LOTTE CAU GIAY,LOTTE,20230228
23020000697,01/02/2023,LOTTE_CGIAY,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Đống Đa,NV0121,Quý Hằng ,2310001,Bột Tẩy Rửa Đa Năng Baking Soda 227g - Scratchless Cleaning (1309),24,20000,480000,528000,BAKING SODA,LOTTE CAU GIAY,LOTTE,20230228
23020000697,01/02/2023,LOTTE_CGIAY,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Đống Đa,NV0121,Quý Hằng ,2360001,Bột Khử Mùi Baking Soda 340g - Fresh-N-Natural (4604),12,40000,480000,528000,BAKING SODA,LOTTE CAU GIAY,LOTTE,20230228
